Resolution,Noise Type,Image Name,PSNR,SSIM,Correlation
1024x1024,Gaussian,pexels-photo-1055068.png,31.468799511971717,0.7272806852156017,0.994079182
1024x1024,Gaussian,pexels-photo-1056497.png,31.667979012145963,0.6775141716278243,0.9869643963635083
1024x1024,Gaussian,pexels-photo-1061623.png,32.05643612891153,0.7044644854096549,0.9978716003554056
1024x1024,Gaussian,pexels-photo-1058401.png,31.441765591025607,0.6988055485322856,0.9898633755143604
1024x1024,Gaussian,pexels-photo-1061640.png,31.395658770896908,0.6734359587904708,0.9930275607069191
1024x1024,Gaussian,pexels-photo-1062175.png,30.986040956635385,0.7540254974231057,0.9882215423084276
1024x1024,Gaussian,pexels-photo-1062249.png,30.77542681230623,0.8165892602765701,0.988072405
1024x1024,Gaussian,pexels-photo-106399.png,31.331825063972406,0.6966469819644198,0.9915353858136375
1024x1024,Gaussian,pexels-photo-1064535.png,30.46610635014507,0.8476313313188283,0.9809290375078161
1024x1024,Gaussian,pexels-photo-106606.png,31.37355248374595,0.7382189238712586,0.9916649768142264
1024x1024,Gaussian,pexels-photo-1064162.png,31.162371780092197,0.7417912718386861,0.9904756600543495
1024x1024,Gaussian,pexels-photo-1078983.png,30.781683354861386,0.8193890126388607,0.9798769705202044
1024x1024,Gaussian,pexels-photo-1078981.png,31.612572237027518,0.6515155639395622,0.9866800028193022
1024x1024,Gaussian,pexels-photo-1080400.png,30.582893514015325,0.8491012956916022,0.9922536191627153
1024x1024,Gaussian,pexels-photo-1080401.png,30.31600585919273,0.9025598203086262,0.9772639973942786
1024x1024,Gaussian,pexels-photo-1089168.png,31.660630209110543,0.7422252954213018,0.9925168407268646
1024x1024,Gaussian,pexels-photo-109243.png,31.37567473201841,0.7271418727157021,0.9943846537090631
1024x1024,Gaussian,pexels-photo-108941.png,31.609534590390112,0.599382479,0.9907438407545298
1024x1024,Gaussian,pexels-photo-109391.png,30.211236397807554,0.8631512819924873,0.9768302625851272
1024x1024,Gaussian,pexels-photo-1097491.png,31.064770362403568,0.7342803173514312,0.9830673697785418
1024x1024,Gaussian,pexels-photo-1102915.png,31.63589755524687,0.5808609433455537,0.9837056920519447
1024x1024,Gaussian,pexels-photo-1105389.png,31.51118060129976,0.7769010553916315,0.989412018
1024x1024,Gaussian,pexels-photo-1105189.png,31.22137083636173,0.7607383057265172,0.9880338784541288
1024x1024,Gaussian,pexels-photo-1107717.png,31.302015534218548,0.7413410882360819,0.9877505900262019
1024x1024,Gaussian,pexels-photo-1108701.png,31.34509125136463,0.6632657737911166,0.9926437016581592
1024x1024,Gaussian,pexels-photo-1110656.png,31.115057045902997,0.781309063,0.9865479177375762
1024x1024,Gaussian,pexels-photo-1118861.png,31.538681515047273,0.6765401685209086,0.9880980378589597
1024x1024,Gaussian,pexels-photo-1113552.png,30.78119595570993,0.7799939180400537,0.982621188
1024x1024,Gaussian,pexels-photo-1118866.png,30.905932114708726,0.7994848336803458,0.9880230273015341
1024x1024,Gaussian,pexels-photo-1119973.png,31.561218264343722,0.556675488,0.9724739626991957
1024x1024,Gaussian,pexels-photo-1119976.png,31.85219723432173,0.6120838118435751,0.9905033021034076
1024x1024,Gaussian,pexels-photo-1122408.png,31.570080963403168,0.6123958128363849,0.9914028658030265
1024x1024,Gaussian,pexels-photo-1122418.png,31.445657364409914,0.6855926032330902,0.9941269873156742
1024x1024,Gaussian,pexels-photo-1125774.png,31.628092922677496,0.5511109438943422,0.9900656258173849
1024x1024,Gaussian,pexels-photo-1123484.png,31.102957287880532,0.7268229298363361,0.9906079535861924
1024x1024,Gaussian,pexels-photo-1123972.png,31.641562185080126,0.7158049389569193,0.9726231449201364
1024x1024,Gaussian,pexels-photo-1126387.png,31.30174992032428,0.7534295502152025,0.9917175570751766
1024x1024,Gaussian,pexels-photo-1126379.png,31.58696896257156,0.6855146527552342,0.9880849380842209
1024x1024,Gaussian,pexels-photo-1130847.png,30.950936777952542,0.7045205724996123,0.987470537
1024x1024,Gaussian,pexels-photo-1128797.png,31.86960539673317,0.7158810168685376,0.9882202861746748
1024x1024,Gaussian,pexels-photo-113338.png,31.31044134152861,0.7758241266696158,0.9329396317844645
1024x1024,Gaussian,pexels-photo-1133505.png,31.034607743104125,0.7495631560780479,0.9879762298658613
1024x1024,Gaussian,pexels-photo-1133504.png,31.72253818763962,0.5687481460870345,0.9934422647492799
1024x1024,Gaussian,pexels-photo-1136571.png,31.58923854157456,0.6648649060694316,0.9916338594754022
1024x1024,Gaussian,pexels-photo-1142948.png,31.503504599178683,0.7060398001137048,0.994760989
1024x1024,Gaussian,pexels-photo-1144176.png,31.654284129776205,0.5776646498649101,0.9868246897498527
1024x1024,Gaussian,pexels-photo-1143006.png,31.549131620442612,0.6495050201868988,0.9909159014358474
1024x1024,Gaussian,pexels-photo-1146135.png,30.831399756363883,0.7654297685529722,0.9887134232015405
1024x1024,Gaussian,pexels-photo-1146242.png,31.862344239170035,0.658230285,0.9843157115100802
1024x1024,Gaussian,pexels-photo-1146707.png,31.33762302234151,0.7630652033710068,0.9860448216207386
1024x1024,Gaussian,pexels-photo-1146708.png,31.595123815253373,0.6779483395251531,0.9815353713617346
1024x1024,Gaussian,pexels-photo-1146714.png,31.805447820887633,0.6487527788935707,0.9955587535737556
1024x1024,Gaussian,pexels-photo-1151282.png,31.755075598949112,0.6908674139616965,0.9910544273494539
1024x1024,Gaussian,pexels-photo-1154510.png,31.69725883312962,0.594395021,0.9886460433353275
1024x1024,Gaussian,pexels-photo-1165981.png,30.973071765904873,0.7386842165686741,0.9771212358853147
1024x1024,Gaussian,pexels-photo-1165991.png,31.468332087601393,0.6823134227890252,0.9940551836412704
1024x1024,Gaussian,pexels-photo-1166209.png,30.999825022351434,0.696154179,0.991561352
1024x1024,Gaussian,pexels-photo-1170572.png,31.415073423536953,0.6597345827646734,0.9805649311891346
1024x1024,Gaussian,pexels-photo-1173777.png,30.936853666672977,0.8257473306580593,0.9623894614263284
1024x1024,Gaussian,pexels-photo-1172064.png,30.288772194260982,0.8671250731276039,0.9729393909676597
1024x1024,Gaussian,pexels-photo-1172207.png,31.57454390877538,0.6183760823992179,0.9744656131439422
1024x1024,Gaussian,pexels-photo-117843.png,30.780760225089274,0.8565062422283907,0.9862023824622057
1024x1024,Gaussian,pexels-photo-1179225.png,31.263162580248892,0.7567152968460887,0.9856957590688656
1024x1024,Gaussian,pexels-photo-1183021.png,31.66490415,0.6484605946911737,0.9691617411814075
1024x1024,Gaussian,pexels-photo-1183099.png,31.661669071577073,0.6864514233013479,0.9781383180014298
1024x1024,Gaussian,pexels-photo-1179229.png,30.29763875539912,0.9143960770654787,0.9631296801808619
1024x1024,Gaussian,pexels-photo-1192671.png,31.514906961546906,0.6881302925435273,0.9920337913232635
1024x1024,Gaussian,pexels-photo-1198817.png,30.50322598842232,0.8259027920120612,0.9913103325130245
1024x1024,Gaussian,pexels-photo-1200861.png,30.851762577833746,0.8237425556275787,0.9887502600711812
1024x1024,Gaussian,pexels-photo-1198802.png,31.33855109193645,0.7961962132510263,0.9913577759768666
1024x1024,Gaussian,pexels-photo-1201673.png,31.397400633964846,0.6509206969229417,0.9858513069683025
1024x1024,Gaussian,pexels-photo-1209978.png,31.346919603412083,0.726756406,0.9914743954193832
1024x1024,Gaussian,pexels-photo-1211574.png,31.638846316850362,0.8334350058938048,0.9928059897326974
1024x1024,Gaussian,pexels-photo-1261728.png,31.578023493542453,0.577543221,0.9932332198767465
1024x1024,Gaussian,pexels-photo-1229846.png,31.071583075676045,0.7709729146876467,0.9807852166109641
1024x1024,Gaussian,pexels-photo-1266810.png,31.255516139691192,0.7298318222512099,0.9920196054344255
1024x1024,Gaussian,pexels-photo-127160.png,31.644849200401882,0.5955820402995081,0.9910561371849893
1024x1024,Gaussian,pexels-photo-126271.png,30.95340098,0.8799435224738822,0.9909273666665934
1024x1024,Gaussian,pexels-photo-1268871.png,31.512639071611716,0.6704728428654879,0.9862090294520225
1024x1024,Gaussian,pexels-photo-1271620.png,30.98937370458455,0.8554620255355992,0.984474626
1024x1024,Gaussian,pexels-photo-127673.png,31.457500479584542,0.7226050639512093,0.9884880424940029
1024x1024,Gaussian,pexels-photo-1287075.png,31.65874938551738,0.5727382278549634,0.9943883935316653
1024x1024,Gaussian,pexels-photo-1285625.png,31.19623425938252,0.7067340059776237,0.9881554773139775
1024x1024,Gaussian,pexels-photo-1287089.png,31.249655385113595,0.7255488293655967,0.9948133903689294
1024x1024,Gaussian,pexels-photo-1287145.png,31.279811804076758,0.6845941159490477,0.9948262454486243
1024x1024,Gaussian,pexels-photo-1292115.png,31.856228229217077,0.6315502416296069,0.9966649568125374
1024x1024,Gaussian,pexels-photo-1287081.png,31.508892657879287,0.5937856279156286,0.990051627
1024x1024,Gaussian,pexels-photo-131723.png,30.917386551728143,0.7352448159120922,0.9923873027149764
1024x1024,Gaussian,pexels-photo-130879.png,31.50724627569541,0.583923575,0.9796996872082382
1024x1024,Gaussian,pexels-photo-1302991.png,30.838706988142327,0.8810706445251475,0.9897082037097821
1024x1024,Gaussian,pexels-photo-1313807.png,30.127629242510064,0.8478003877625678,0.9798655277851043
1024x1024,Gaussian,pexels-photo-132037.png,31.532264746623632,0.6407292608560932,0.9917622128963391
1024x1024,Gaussian,pexels-photo-1323550.png,31.61928511214282,0.5980170513531378,0.9923129171785774
1024x1024,Gaussian,pexels-photo-1320674.png,31.863184128217203,0.6188489396526763,0.9830091782603153
1024x1024,Gaussian,pexels-photo-132428.png,31.30108174542585,0.8075064386003787,0.974442249
1024x1024,Gaussian,pexels-photo-1324803.png,30.844627479239254,0.7844083530888754,0.9800587078363499
1024x1024,Gaussian,pexels-photo-133074.png,31.37177735397932,0.6461360696050351,0.9839819865845035
1024x1024,Gaussian,pexels-photo-135157.png,31.44196196120522,0.7152603525674477,0.99272996
1024x1024,Gaussian,pexels-photo-1352196.png,31.848595991312045,0.6070572590609415,0.9955473486148665
1024x1024,Gaussian,pexels-photo-1362484.png,31.56665268412109,0.7198534088548943,0.9946771453317186
1024x1024,Gaussian,pexels-photo-136317.png,31.20910939185331,0.6606518293701485,0.9856842626874577
1024x1024,Gaussian,pexels-photo-1353126.png,31.80886670477083,0.6235019269907589,0.9950071030183014
1024x1024,Gaussian,pexels-photo-1365109.png,30.884301520363703,0.7844684926093268,0.988271747
1024x1024,Gaussian,pexels-photo-1366630.png,31.760344017840655,0.6408095574393275,0.9942584580939777
1024x1024,Gaussian,pexels-photo-1366907.png,30.716558272206562,0.7158992504873539,0.9893682394010301
1024x1024,Gaussian,pexels-photo-1366901.png,31.220473797545544,0.6864139026023188,0.9868094327535768
1024x1024,Gaussian,pexels-photo-1366909.png,30.91697902877407,0.7273547242608598,0.9862622987117242
1024x1024,Gaussian,pexels-photo-1366913.png,31.109944779061003,0.647102313,0.9808416411278278
1024x1024,Gaussian,pexels-photo-1366921.png,31.49316753,0.6669425183901819,0.9895708860086759
1024x1024,Gaussian,pexels-photo-1366919.png,30.621654830492282,0.7289578165768504,0.9833457574454828
1024x1024,Gaussian,pexels-photo-1366922.png,31.571119422605687,0.6427750319648147,0.9871331126422243
1024x1024,Gaussian,pexels-photo-1366957.png,32.25547080300969,0.6154460368164054,0.9750342343428821
1024x1024,Gaussian,pexels-photo-1367105.png,31.488055268346244,0.5766187280155557,0.9923373175817602
1024x1024,Gaussian,pexels-photo-1367192.png,31.488249166657102,0.5975432888160167,0.9920909977226792
1024x1024,Gaussian,pexels-photo-1368382.png,31.508180035354414,0.5819939401472423,0.9650041993299536
1024x1024,Gaussian,pexels-photo-1374064.png,30.736426888414087,0.7807772248953943,0.9880634737074501
1024x1024,Gaussian,pexels-photo-1378723.png,31.60923721643236,0.5607552418827639,0.9829597982581534
1024x1024,Gaussian,pexels-photo-139975.png,31.38455458969481,0.6940824362451776,0.9857385499611098
1024x1024,Gaussian,pexels-photo-1374295.png,30.785631381852994,0.8056938191638556,0.9816316850872777
1024x1024,Gaussian,pexels-photo-1402787.png,31.314257487979333,0.8099229327688949,0.982071458
1024x1024,Gaussian,pexels-photo-1403550.png,31.587620269800002,0.5687633762335337,0.989810263
1024x1024,Gaussian,pexels-photo-1404918.png,31.333559517268824,0.6828444449889849,0.9878225986680025
1024x1024,Gaussian,pexels-photo-1417647.png,31.370184487627593,0.6562773109179211,0.9779710771922082
1024x1024,Gaussian,pexels-photo-141978.png,30.718077103544744,0.8518116565964291,0.9907791556094538
1024x1024,Gaussian,pexels-photo-1417651.png,30.872209645369907,0.7498604479355038,0.9791421970798956
1024x1024,Gaussian,pexels-photo-1421903.png,32.28341811246576,0.6508408619631234,0.9224513648695823
1024x1024,Gaussian,pexels-photo-1423580.png,30.662534408901845,0.8090133065973727,0.9839495833467691
1024x1024,Gaussian,pexels-photo-1420440.png,30.896002414218138,0.736789182,0.9888261015649019
1024x1024,Gaussian,pexels-photo-1423600.png,31.472605180067667,0.7189757729125547,0.9946964625380565
1024x1024,Gaussian,pexels-photo-1428277.png,31.04641999,0.686504914,0.9711552121079968
1024x1024,Gaussian,pexels-photo-1433052.png,31.132371672563494,0.7857475140123804,0.9872018474403335
1024x1024,Gaussian,pexels-photo-142497.png,31.542720120865688,0.7669448558899292,0.9904302251187995
1024x1024,Gaussian,pexels-photo-1430677.png,31.64488120032978,0.6847507091798808,0.9929100145625301
1024x1024,Gaussian,pexels-photo-1440476.png,30.789565888786864,0.8281752665520689,0.9857457550422888
1024x1024,Gaussian,pexels-photo-1448136.png,31.44857635091745,0.7518661736613579,0.9830613755710261
1024x1024,Gaussian,pexels-photo-1450082.png,31.34793801358015,0.6564478895894433,0.9916397910749134
1024x1024,Gaussian,pexels-photo-1449455.png,31.537991851940422,0.6815831883774559,0.9885015445929121
1024x1024,Gaussian,pexels-photo-1450340.png,31.72739275295612,0.661860068,0.9818857017641983
1024x1024,Gaussian,pexels-photo-1450363.png,31.77652725033582,0.7490921269576245,0.9940804071886045
1024x1024,Gaussian,pexels-photo-1450372.png,31.48091299748532,0.7121192564149548,0.9914245565142079
1024x1024,Gaussian,pexels-photo-1458377.png,32.08814017175762,0.6599170526195774,0.9936007645688149
1024x1024,Gaussian,pexels-photo-1459534.png,30.051157653401965,0.8863310885956182,0.9727373777634474
1024x1024,Gaussian,pexels-photo-1459495.png,30.126809520691257,0.9216127099577371,0.980406048
1024x1024,Gaussian,pexels-photo-1462011.png,31.456108056466405,0.6682647063346597,0.9942860032887835
1024x1024,Gaussian,pexels-photo-1462892.png,31.364496930389404,0.7526367954445226,0.9933754493450173
1024x1024,Gaussian,pexels-photo-1461027.png,31.059436204312007,0.727695543,0.9706665002673515
1024x1024,Gaussian,pexels-photo-1463376.png,31.498644316668873,0.644307181,0.984828938
1024x1024,Gaussian,pexels-photo-1468379.png,31.35948374,0.6473290098944267,0.9905072936005289
1024x1024,Gaussian,pexels-photo-1470589.png,31.604520432018077,0.5584600178624176,0.9743548259704459
1024x1024,Gaussian,pexels-photo-147640.png,30.41906534790681,0.8766277005933809,0.9847212829359175
1024x1024,Gaussian,pexels-photo-1478685.png,31.60813259928517,0.7520311588535424,0.9919466007504677
1024x1024,Gaussian,pexels-photo-1486902.png,31.70445132,0.6550983074850557,0.9942986130460187
1024x1024,Gaussian,pexels-photo-1480807.png,29.95084073059717,0.8812426244882662,0.9835958481908645
1024x1024,Gaussian,pexels-photo-1496378.png,30.65861534947654,0.8584076344679346,0.9902587795356098
1024x1024,Gaussian,pexels-photo-1487010.png,31.19276774440734,0.7930220972434852,0.9877492600070057
1024x1024,Gaussian,pexels-photo-1486974.png,31.550884718585486,0.7279885310572665,0.9895452278053618
1024x1024,Gaussian,pexels-photo-1525041.png,31.258828511875343,0.7767397715037484,0.9922887196513639
1024x1024,Gaussian,pexels-photo-1525612.png,30.90809305641813,0.8269428373911866,0.9895840809736449
1024x1024,Gaussian,pexels-photo-1526246.png,31.613372384125853,0.7150792618186327,0.9886924314069546
1024x1024,Gaussian,pexels-photo-1526713.png,31.866183016961138,0.620211561,0.9913714188188306
1024x1024,Gaussian,pexels-photo-1535162.png,31.416320543103087,0.6974467039400678,0.9914096570284652
1024x1024,Gaussian,pexels-photo-1533483.png,31.701655794858333,0.7622610188462466,0.9915134081945083
1024x1024,Gaussian,pexels-photo-1539696.png,31.469623187366107,0.6656495396894824,0.9886393906746677
1024x1024,Gaussian,pexels-photo-1535288.png,32.13226103,0.6087656025981973,0.9963584196238524
1024x1024,Gaussian,pexels-photo-1542495.png,30.9135612,0.7004093273117399,0.9774120078156385
1024x1024,Gaussian,pexels-photo-1545347.png,30.09948825,0.8806070067164129,0.9814762116380135
1024x1024,Gaussian,pexels-photo-154800.png,31.14080810256423,0.7241637277980942,0.9843842720912724
1024x1024,Gaussian,pexels-photo-1545345.png,29.964167629923224,0.9155072267713894,0.9703271375096579
1024x1024,Gaussian,pexels-photo-1552212.png,30.808213210115976,0.7661425987427997,0.9888352819587997
1024x1024,Gaussian,pexels-photo-1547813.png,31.033120509897174,0.8643509479837431,0.985897908
1024x1024,Gaussian,pexels-photo-1557652.png,31.20323072366181,0.7070324201445195,0.9918706723909596
1024x1024,Gaussian,pexels-photo-1553406.png,29.88218088219448,0.9217662917104088,0.9754042736159394
1024x1024,Gaussian,pexels-photo-1557238.png,31.50747609173485,0.6663847745523525,0.9876582919369136
1024x1024,Gaussian,pexels-photo-1559821.png,31.13151530907836,0.7956647785387899,0.9905965856221266
1024x1024,Gaussian,pexels-photo-1559393.png,30.76837480269114,0.7810328247105849,0.989812052
1024x1024,Gaussian,pexels-photo-1559825.png,31.055959438051328,0.7094475069860393,0.9861450831113254
1024x1024,Gaussian,pexels-photo-1562058.png,31.770973518022384,0.7138269067622447,0.9920052320066735
1024x1024,Gaussian,pexels-photo-1563256.png,31.10040965,0.8054294325567194,0.9919337742914275
1024x1024,Gaussian,pexels-photo-1563277.png,31.22684820849596,0.7309780661501188,0.9871433069528864
1024x1024,Gaussian,pexels-photo-1563356.png,30.67687944326369,0.8341067256350257,0.9832675403839938
1024x1024,Gaussian,pexels-photo-1578750.png,30.276672234641108,0.8957514420907886,0.9765899103819715
1024x1024,Gaussian,pexels-photo-1564655.png,31.094559001746923,0.8743950410471729,0.9891984674086255
